id,handle,link_id,content,lat,long,created_at,updated_at
559,gowit_daflo,484706442536951810,“@brownblndefacts: Got them 4th of July nails😏🇺🇸 http://t.co/MVaZeKk1P7” 😂😂,40.11098741,-74.89748628,2014-07-03 14:33:53.268887,2014-07-03 14:33:53.268887
560,TheBoysFarmers,484706407384895489,"We are OPEN July 4th. Come by for delicious platters of fruit, hot homemade meatballs, pasta, seafood &amp; dessert. 🇺🇸 http://t.co/3kmcneVvIO",39.31571419,-74.58355897,2014-07-03 14:33:53.27194,2014-07-03 14:33:53.27194
561,eastcoastfilter,484706376912863232,Have a happy and safe 4th of July weekend from your friends at ECF! http://t.co/41DXaTbu3p,42.01212779,-71.30062488,2014-07-03 14:33:53.274242,2014-07-03 14:33:53.274242
562,jvdabedford,484706352049438720,"“@Benji_USMC: “@_TheLazyOne_: White Dads "" 4th of July"" outfit 😂😂😂😩😩 http://t.co/PhGI2M8n1b”😂😂😂😂😂😂😂😂” oml lmfaooooo",42.67823295,-87.82895147,2014-07-03 14:33:53.276167,2014-07-03 14:33:53.276167
563,moconnelll,484706321254477827,Whats more American than breaking out my finest selection of illegal Chinese b ball jerseys for 4th of July weekend,40.0830945,-75.3942134,2014-07-03 14:33:53.278138,2014-07-03 14:33:53.278138
564,akamservices,484706288262062081,"Happy July 4th! Time to celebrate with 20 ft of subs from #heroboy. 🇺🇸🗽4⃣⚪️🔴🔵 @ AKAM Living Services,… http://t.co/zIR4U5p8bT",40.76798333,-73.96076167,2014-07-03 14:33:53.280338,2014-07-03 14:33:53.280338
565,__nickpowell,484706189650165761,4th of July food... 💭😩🍔🍖🍰👋,40.82796651,-81.40333431,2014-07-03 14:33:53.282933,2014-07-03 14:33:53.282933
566,AugustaCookk,484706554717810688,“@SincerelyTumblr: Girls on the 4th of July. http://t.co/H1zBycsmtF” @BiscuitEater30,38.62839237,-92.48892853,2014-07-03 14:34:26.254656,2014-07-03 14:34:26.254656
567,DMtada17,484706544580575232,4th of july gonna be live tomorrow,38.911353,-76.9387418,2014-07-03 14:34:26.263626,2014-07-03 14:34:26.263626
568,AugustaCookk,484706554717810688,“@SincerelyTumblr: Girls on the 4th of July. http://t.co/H1zBycsmtF” @BiscuitEater30,38.62839237,-92.48892853,2014-07-03 14:34:28.625441,2014-07-03 14:34:28.625441
569,DMtada17,484706544580575232,4th of july gonna be live tomorrow,38.911353,-76.9387418,2014-07-03 14:34:28.62893,2014-07-03 14:34:28.62893
570,AugustaCookk,484706554717810688,“@SincerelyTumblr: Girls on the 4th of July. http://t.co/H1zBycsmtF” @BiscuitEater30,38.62839237,-92.48892853,2014-07-03 14:34:35.780921,2014-07-03 14:34:35.780921
571,DMtada17,484706544580575232,4th of july gonna be live tomorrow,38.911353,-76.9387418,2014-07-03 14:34:35.784213,2014-07-03 14:34:35.784213
572,Video_Vixen16,484706482269990913,4th of July with family... For the 1st time...I wish I was home. Frfr,32.3980242,-84.9195617,2014-07-03 14:34:35.78653,2014-07-03 14:34:35.78653
573,gowit_daflo,484706442536951810,“@brownblndefacts: Got them 4th of July nails😏🇺🇸 http://t.co/MVaZeKk1P7” 😂😂,40.11098741,-74.89748628,2014-07-03 14:34:35.788491,2014-07-03 14:34:35.788491
574,TheBoysFarmers,484706407384895489,"We are OPEN July 4th. Come by for delicious platters of fruit, hot homemade meatballs, pasta, seafood &amp; dessert. 🇺🇸 http://t.co/3kmcneVvIO",39.31571419,-74.58355897,2014-07-03 14:34:35.790712,2014-07-03 14:34:35.790712
575,eastcoastfilter,484706376912863232,Have a happy and safe 4th of July weekend from your friends at ECF! http://t.co/41DXaTbu3p,42.01212779,-71.30062488,2014-07-03 14:34:35.792759,2014-07-03 14:34:35.792759
576,jvdabedford,484706352049438720,"“@Benji_USMC: “@_TheLazyOne_: White Dads "" 4th of July"" outfit 😂😂😂😩😩 http://t.co/PhGI2M8n1b”😂😂😂😂😂😂😂😂” oml lmfaooooo",42.67823295,-87.82895147,2014-07-03 14:34:35.794898,2014-07-03 14:34:35.794898
577,moconnelll,484706321254477827,Whats more American than breaking out my finest selection of illegal Chinese b ball jerseys for 4th of July weekend,40.0830945,-75.3942134,2014-07-03 14:34:35.7973,2014-07-03 14:34:35.7973
578,akamservices,484706288262062081,"Happy July 4th! Time to celebrate with 20 ft of subs from #heroboy. 🇺🇸🗽4⃣⚪️🔴🔵 @ AKAM Living Services,… http://t.co/zIR4U5p8bT",40.76798333,-73.96076167,2014-07-03 14:34:35.799373,2014-07-03 14:34:35.799373
579,__nickpowell,484706189650165761,4th of July food... 💭😩🍔🍖🍰👋,40.82796651,-81.40333431,2014-07-03 14:34:35.801441,2014-07-03 14:34:35.801441
580,AyeeMil,484706107240108034,“@CuteEmergency: Me on 4th of July. http://t.co/rTUrSduDHL” @Krismunder @gabmcnair this probably should have made me laugh as hard as it did,30.36507184,-87.71360759,2014-07-03 14:34:35.803425,2014-07-03 14:34:35.803425
581,Brucie_The_Gent,484706101934686208,May have to start my 4th of July today,36.9146579,-76.2572548,2014-07-03 14:34:35.805531,2014-07-03 14:34:35.805531
582,AugustaCookk,484706554717810688,“@SincerelyTumblr: Girls on the 4th of July. http://t.co/H1zBycsmtF” @BiscuitEater30,38.62839237,-92.48892853,2014-07-03 14:34:38.133345,2014-07-03 14:34:38.133345
583,DMtada17,484706544580575232,4th of july gonna be live tomorrow,38.911353,-76.9387418,2014-07-03 14:34:38.136139,2014-07-03 14:34:38.136139
789,DonnaMar51,484708360730988544,Have a great 4th of July weekend ❤️😊🇺🇸🎉 Enjoy !,39.94470711,-75.17337322,2014-07-03 14:56:52.36015,2014-07-03 14:56:52.36015
584,shelleyseale,484711503887495168,4th of July sand sculpture competition is getting underway. #fourthofjuly @marcomarriott @ Marco… http://t.co/qmUs77Elv8,25.92740938,-81.729519,2014-07-03 14:54:23.627814,2014-07-03 14:54:23.627814
585,miketronconi,484711440226721793,4th of July weekend. Taste of buffalo/vacation weekend. Weekend after that QOH. Following weekend Kerfuffle. I love you July,42.89230956,-78.87582833,2014-07-03 14:54:23.67418,2014-07-03 14:54:23.67418
586,HayleyyyAllen,484711360173862912,Annual 4th of July lawnmower and tractor parade tomorrow 😁🇺🇸🎉 gotta get the gator decorated!! #surryproblems,37.06301542,-76.41871495,2014-07-03 14:54:23.683446,2014-07-03 14:54:23.683446
587,MaddieMataya,484711183887265792,“@CuteEmergency: Me on 4th of July. http://t.co/1GEjDlZDdb” @stuart_trahan,29.89527592,-97.9056461,2014-07-03 14:54:23.692977,2014-07-03 14:54:23.692977
588,Merion_Art,484711177037946881,Have a Safe and Happy 4th of July! http://t.co/YV7BC7BpKv,40.0086936,-75.2926169,2014-07-03 14:54:23.701785,2014-07-03 14:54:23.701785
589,heavnlybaby,484711169999908867,JUST REALIZED TOMORROW IS 4TH OF JULY,38.57766442,-90.40678323,2014-07-03 14:54:23.710662,2014-07-03 14:54:23.710662
590,seimages1,484711054081925120,Wishing everyone a fun and safe 4th of July weekend ! http://t.co/kWQvLxdmHx,33.39933415,-91.04132331,2014-07-03 14:54:23.715022,2014-07-03 14:54:23.715022
591,twinkles38,484711046142103552,@KimFCoates do you get the weekend off from Charming KC for the 4th of July ?,-38.3346371,143.5998172,2014-07-03 14:54:23.723536,2014-07-03 14:54:23.723536
592,libbiesetx92,484710845776031745,"@liindseysmithh Dear Mister Lake Charles Hospital, I am a white woman that wants to get wasted with my BFF for 4th of July... 😂😂😂",30.55907852,-94.38371224,2014-07-03 14:54:23.731703,2014-07-03 14:54:23.731703
593,jerseybagel,484710800112615424,"OPEN TODAY till 3PM..COME ON IN!😄 We will be CLOSED TOMORROW, Friday July 4th and wish you all a safe &amp; Happy Fourth of July!🇺🇸",33.76315682,-78.96303513,2014-07-03 14:54:23.74113,2014-07-03 14:54:23.74113
594,Ikick_planets,484710677446008833,We should had brought Melo here on the 4th of July and had a firework show for that nigga,32.68376451,-96.78081212,2014-07-03 14:54:23.749667,2014-07-03 14:54:23.749667
595,MrsClark426,484710667422035968,I've never been so excited for the 4th of July in my life! 👶,32.78650657,-79.98057944,2014-07-03 14:54:23.751809,2014-07-03 14:54:23.751809
596,DiegoBruhh,484710660992159745,4th of July is tmrw 🎉🎆,28.55664069,-81.59263174,2014-07-03 14:54:23.753837,2014-07-03 14:54:23.753837
597,JordanNoughSaid,484710650543763460,This is bae and last 4th of July 🇺🇸 #tbt @ stephen catalano's house? http://t.co/cJL8kCGjCd,37.55347038,-77.45158197,2014-07-03 14:54:23.756477,2014-07-03 14:54:23.756477
598,callingtyrone69,484710639139827713,Just picked up more hours.  No 4th of July for me. Lol.,42.3759397,-71.066915,2014-07-03 14:54:23.758465,2014-07-03 14:54:23.758465
599,logan_Willy,484710613847773186,Y'all I slept for 14 hours lastnight! #notproud saving up my energy for the 4th of July🇺🇸,43.34727097,-124.33000946,2014-07-03 14:54:23.760683,2014-07-03 14:54:23.760683
600,Javelin814,484710573184012288,@Tylerisagod text me for 4th of July plans bae,36.06950504,-115.08121094,2014-07-03 14:54:23.762626,2014-07-03 14:54:23.762626
601,chelsaway,484710570231611392,THIS IS MY FIRST 4TH OF JULY WEEKEND OFF IN 8 YEARS 🍻😄🎆,42.97267339,-85.8964634,2014-07-03 14:54:23.764509,2014-07-03 14:54:23.764509
602,CellophaneKari,484710541701570560,@AmericanAir I'm flying tomorrow the 4th of July! So excited! Thank you!,35.40203594,-97.54043676,2014-07-03 14:54:23.766437,2014-07-03 14:54:23.766437
603,shantaylflem,484710522311290880,I really should have thought about the fact that I mightttt seriously regret having to work 4th of July but whatever,40.55707751,-73.92135959,2014-07-03 14:54:23.768319,2014-07-03 14:54:23.768319
604,Goon4orce,484710518272172032,Happy 4th of July weekend people.,33.7230982,-117.01611009,2014-07-03 14:54:23.770029,2014-07-03 14:54:23.770029
605,FootbawFrat,484710505626365953,"Happy early 4th of July from a man who believes a hot dog is a sandwich, @Pile_of_Derp cc: @miggiesmalls http://t.co/1WxeJOPh3p",35.12601937,-80.76552719,2014-07-03 14:54:23.772454,2014-07-03 14:54:23.772454
606,_Franklin_Boi,484710477843292160,"Come kick off your 4th of July weekend tonight with the hottest place Phoenix Charlotte,  for guest… http://t.co/Wca9q5Zm7J",35.22784,-80.839127,2014-07-03 14:54:23.774834,2014-07-03 14:54:23.774834
607,Power106LA,484710475611910144,. @KrystalBee's scar from last 4th of July! Look at that burn. Have you ever been hurt celebrating? http://t.co/85akpEIoZd,34.16046835,-118.32991142,2014-07-03 14:54:23.777187,2014-07-03 14:54:23.777187
608,HollywoodHerons,484710397631823874,Wishing you all a very safe and happy 4th of July!!! http://t.co/1YmvqU8Wwc,40.05441331,-82.85931746,2014-07-03 14:54:23.779572,2014-07-03 14:54:23.779572
609,tydaguy14_,484710349925392384,is there anyone that has no 4th of July plans and would like to go to the beach with me? we leave today.. so yeah,35.89453367,-78.59612106,2014-07-03 14:54:23.781748,2014-07-03 14:54:23.781748
610,trill_thouqhts,484710344506372097,Celebrating 4th of july at winghouse today... still debating on what I should wear..,27.9648192,-81.9680242,2014-07-03 14:54:23.783812,2014-07-03 14:54:23.783812
611,LeslieNell,484710325065752577,"“@LyleBdx: Orange Beach bound.4th Of july tomorrow,
 Let's get it Gulfshores #PartyDownSouth @dstuckey15  louisianimal is headed to town!",30.31020179,-87.67735301,2014-07-03 14:54:23.785841,2014-07-03 14:54:23.785841
612,mishonmariee,484710320909201408,My grandpa is the Grand Marshall of this years 4th of July parade in Prescott so the whole fam gets to ride on the float with him👍🙌💕,34.5501214,-112.4038991,2014-07-03 14:54:23.7895,2014-07-03 14:54:23.7895
613,NSerrano17,484710258321801216,Inspired by @Hairodynamic 4th of July nails💅🇺🇸🎇 http://t.co/z6TJSB8WEj,33.87980869,-117.88425417,2014-07-03 14:54:23.793667,2014-07-03 14:54:23.793667
614,heathaamarie93,484710252655280128,WHY IS THERE GOING TO BE STORMS TOMORROW?! AGAIN THIS YEAR?! Can we not have a nice 4th of July for once?,27.9938791,-82.458899,2014-07-03 14:54:23.796334,2014-07-03 14:54:23.796334
615,AaronParks_,484710240156663808,"“@iKeepItTooReal: White Dads ""4th of July"" outfits 😂😩😩 http://t.co/cazA4jslgP” 💀💀💀",42.27406083,-83.68860967,2014-07-03 14:54:23.798033,2014-07-03 14:54:23.798033
616,PatienceGargar,484710150180069376,"I swear this bipolar ass weather better not ruin 4th of July, I want all sunny sky no rain",45.2316765,-93.3167876,2014-07-03 14:54:23.799683,2014-07-03 14:54:23.799683
617,farhanawafir,484710129950916609,@noorabdulra sbb 4th of july eh? Oh dia bukan sambut malam ni 12am?,41.66070004,-91.53589213,2014-07-03 14:54:23.801422,2014-07-03 14:54:23.801422
618,creekandcave,484710090809675777,Come get your pie on!  Bake Off and Eat Off ($5 entry fee waived if you sign up before email creekcavebar@gmail.com ) http://t.co/zr4w3Tpyv1,40.74330966,-73.9517535,2014-07-03 14:54:23.80304,2014-07-03 14:54:23.80304
619,Vocabu_Larry,484709983523569665,“@DrakeJoshQuotez: Happy 4th of July from grandpa Nichols http://t.co/JCvlQOL0Dl” it's the 3rd,40.3605337,-80.0292288,2014-07-03 14:54:23.805802,2014-07-03 14:54:23.805802
620,Kayli_Pitylak,484709961616732160,"Oh shoot! Tomorrow's 4th of July.. I wonder if @_AlanGallagher is gonna give me some fireworks, some explosions?!?",42.12432399,-83.2522758,2014-07-03 14:54:23.807963,2014-07-03 14:54:23.807963
621,_chrsav,484709950715736065,So glad to be going back to the homeland for 4th of July 🇺🇸,43.5693037,-79.72815209,2014-07-03 14:54:23.809708,2014-07-03 14:54:23.809708
622,RusticThread,484709931523014656,Happy kick off to 4th of July weekend babes! We will be closed on July 4th but open regular hours… http://t.co/cjmCnXFQvd,39.76197833,-105.03632217,2014-07-03 14:54:23.811311,2014-07-03 14:54:23.811311
623,jaimiekono,484709916817371136,“@jakeowen: Happy 4th of July Weekend http://t.co/uxJ4K31s4n” @rosaliemoleti,42.41948426,-70.93272127,2014-07-03 14:54:23.812848,2014-07-03 14:54:23.812848
624,PaulFord,484709731001696256,Headin' home for a super fun 4th of July weekend with my 3 favorite... http://t.co/GJ9QEq165A http://t.co/afecMHhLRF,33.94389398,-118.40502262,2014-07-03 14:54:23.814538,2014-07-03 14:54:23.814538
625,Dmess16,484709729407868928,Girls on the 4th of July. @coby_61 @misterb1rd @TheKyleKyles http://t.co/kQY8wGa1G2”,42.35522065,-71.5264906,2014-07-03 14:54:23.81607,2014-07-03 14:54:23.81607
626,jessssyy,484709681609572353,“@sassytbh: Just got the 4th of July nails 💅 http://t.co/YDf6GpEqIh”I'm crying,40.61198015,-74.0994861,2014-07-03 14:54:23.817817,2014-07-03 14:54:23.817817
627,AgentEves,484709613464727553,@KatyWellhousen you have to download the special 4th of July emoji bundle.,51.51705354,-0.09107259,2014-07-03 14:54:23.820585,2014-07-03 14:54:23.820585
628,Mattgarcia1993,484709601355763714,moving July 4th fireworks to a different fucking day defines the pussification of America,41.6854991,-72.65108317,2014-07-03 14:54:23.82292,2014-07-03 14:54:23.82292
629,kaylamhass,484709587648774144,Still one of my absolute favorite summers to date! #ThrowBackThursday to the 4th of July right after… http://t.co/ulrHhK870A,39.81549383,-105.01057565,2014-07-03 14:54:23.825142,2014-07-03 14:54:23.825142
630,SirDanielRocks,484709519260282880,4th of July rager hmu👀,26.37977069,-80.09856479,2014-07-03 14:54:23.827104,2014-07-03 14:54:23.827104
631,DowCo1,484709506224369664,"Miami, getting ready for the 4th of July weekend! 

#DaucoPaLaYuxa @ Downtown Miami http://t.co/Qe9wZvGAB3",25.77598375,-80.18859704,2014-07-03 14:54:23.828862,2014-07-03 14:54:23.828862
